US_140EVT,CLASSNAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS
3367,Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3368,Southern Piedmont Dry Pine Forest,Tr Southern Piedmont Dry Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3369,Central Appalachian Dry Pine Forest,Tr Central Appalachian Dry Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3370,Appalachian Hemlock Forest,Tr Appalachian Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3371,West Gulf Coastal Plain Pine Forest,Tr West Gulf Coastal Plain Pine Forest,Tree,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3372,East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3373,Acadian Low-Elevation Spruce-Fir Forest,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3374,Acadian-Appalachian Montane Spruce-Fir Forest,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3375,Eastern Serpentine Woodland,Tr Eastern Serpentine Woodland,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3377,Central Appalachian Rocky Pine Woodland,Tr Central Appalachian Rocky Pine Woodland,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3378,West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3379,Northern Atlantic Coastal Plain Maritime Forest,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3380,East Gulf Coastal Plain Maritime Forest,Tr East Gulf Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3381,Lower Mississippi River Dune Woodland and Forest,Tr Lower Mississippi River Dune Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3382,Southern Atlantic Coastal Plain Maritime Forest,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3383,Edwards Plateau Limestone Woodland,Tr Edwards Plateau Limestone Savanna and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3384,Mississippi Delta Maritime Forest,Tr Mississippi Delta Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3385,Western Great Plains Wooded Draw and Ravine,Tr Western Great Plains Wooded Draw and Ravine,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3386,Acadian-Appalachian Alpine Tundra,Sh Acadian-Appalachian Alpine Tundra,Shrub,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland
3387,Florida Peninsula Inland Scrub Shrubland,Tr Florida Peninsula Inland Scrub,Shrub,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3389,Acadian-Appalachian Subalpine Woodland,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3390,Tamaulipan Mixed Deciduous Thornscrub,Sh Tamaulipan Mixed Deciduous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3391,Tamaulipan Mesquite Upland Tree,Tr Tamaulipan Mesquite Upland Scrub,Tree,Shrubland,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3392,Tamaulipan Calcareous Thornscrub,Sh Tamaulipan Calcareous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3393,Edwards Plateau Limestone Shrubland,Sh Edwards Plateau Limestone Shrubland,Shrub,Conifer-Hardwood,Juniper-Oak,SRM 733: Juniper-Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3394,North-Central Interior Oak Savanna,Tr North-Central Interior Oak Savanna,Tree,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy
3395,North-Central Oak Barrens Woodland,Tr North-Central Oak Barrens,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy
3396,Gulf and Atlantic Coastal Plain Tidal Marsh Herbaceous,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3397,Nashville Basin Limestone Glade and Woodland,Tr Nashville Basin Limestone Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3398,Cumberland Sandstone Glade and Barrens,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3399,Northern Atlantic Coastal Plain Grassland,Tr Northern Atlantic Coastal Plain Heathland,Herb,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3400,Central Appalachian Alkaline Glade and Woodland,Tr Central Appalachian Alkaline Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3401,Central Interior Highlands Calcareous Glade and Barrens Woodland,Tr Central Interior Highlands Calcareous Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3402,Laurentian-Acadian Swamp Shrubland,Tr Laurentian-Acadian Swamp Systems,Shrub,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous open tree canopy
3403,West Gulf Coastal Plain Catahoula Barrens,Tr West Gulf Coastal Plain Catahoula Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3405,West Gulf Coastal Plain Nepheline Syenite Glade,Tr West Gulf Coastal Plain Nepheline Syenite Glade,Tree,Conifer-Hardwood,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3406,Southern Piedmont Dry Oak Forest,Tr Southern Piedmont Dry Oak Forest,Tree,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3407,Laurentian Pine Barrens,Tr Laurentian Pine Barrens,Tree,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy
3408,Alabama Ketona Glade and Woodland,Tr Alabama Ketona Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3409,Great Lakes Alvar Shrubland,Sh Great Lakes Alvar Shrubland,Shrub,Shrubland,Great Lakes Alvar,SAF 37: Northern White-Cedar,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe
3410,Llano Uplift Acidic Forest and Woodland,"Tr Llano Uplift Acidic Forest, Woodland, and Glade",Tree,Conifer-Hardwood,Glades and Barrens,SRM 733: Juniper-Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3411,Great Lakes Wet-Mesic Lakeplain Prairie,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3412,North-Central Interior Sand and Gravel Tallgrass Prairie,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3413,Bluegrass Savanna and Woodland,He Bluegrass Savanna and Woodland,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3414,Southern Appalachian Shrub Bald,Sh Southern Appalachian Grass and Shrub Bald,Shrub,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3415,Arkansas Valley Prairie and Woodland,He Arkansas Valley Prairie and Woodland,Herb,Grassland,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3416,Western Highland Rim Prairie and Barrens,He Western Highland Rim Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3417,Eastern Highland Rim Prairie and Barrens,He Eastern Highland Rim Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3418,Pennyroyal Karst Plain Prairie and Barrens,He Pennyroyal Karst Plain Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3419,Southern Ridge and Valley Patch Prairie,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3420,Northern Tallgrass Prairie,He Northern Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3421,Central Tallgrass Prairie,He Central Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3422,Texas Blackland Tallgrass Prairie,He Texas Blackland Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3423,Southeastern Great Plains Tallgrass Prairie,He Southeastern Great Plains Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 710: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3425,Florida Dry Prairie Grassland,Sh Florida Dry Prairie,Herb,Grassland,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3426,Southern Atlantic Coastal Plain Dune and Maritime Grassland,He Southern Atlantic Coastal Plain Dune and Maritime Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3428,West Gulf Coastal Plain Northern Calcareous Prairie,He West Gulf Coastal Plain Northern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3429,West Gulf Coastal Plain Southern Calcareous Prairie,He West Gulf Coastal Plain Southern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3430,Southern Coastal Plain Blackland Prairie,Tr Southern Coastal Plain Blackland Prairie and Woodland,Herb,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3433,East Gulf Coastal Plain Jackson Prairie,Tr East Gulf Coastal Plain Jackson Prairie and Woodland,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3434,Texas-Louisiana Coastal Prairie,He Texas-Louisiana Coastal Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3435,East Gulf Coastal Plain Dune and Coastal Grassland,He East Gulf Coastal Plain Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3436,Northern Atlantic Coastal Plain Dune and Swale Shrubland,Sh Northern Atlantic Coastal Plain Dune and Swale,Shrub,Grassland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3437,Central and Upper Texas Coast Dune and Coastal Grassland,He Central and Upper Texas Coast Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3438,Tamaulipan Savanna Grassland,He Tamaulipan Savanna Grassland,Herb,Grassland,Grassland,SRM 728: Mesquite-Ganjeno-Acacia,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3439,South Texas Lomas,He South Texas Lomas,Herb,Grassland,Grassland,SRM 726: Cordgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3440,Tamaulipan Clay Grassland,He Tamaulipan Clay Grassland,Herb,Grassland,Grassland,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3442,South Texas Sand Sheet Grassland,He South Texas Sand Sheet Grassland,Herb,Grassland,Grassland,SRM 719: Mesquite-Live Oak-Seacoast Bluestem,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3443,South Texas Dune and Coastal Grassland,He South Texas Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3444,Eastern Boreal Floodplain Woodland,Tr Eastern Boreal Floodplain,Tree,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3446,South Florida Pine Flatwoods,Tr South Florida Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3447,South Florida Cypress Dome,Tr South Florida Cypress Dome,Tree,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3448,Southern Piedmont Dry Oak-Pine Forest,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,Hardwood-Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3449,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 98 : Pond Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3450,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3451,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3452,Atlantic Coastal Plain Peatland Pocosin and Canebrake Woodland,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Tree,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3453,Central Florida Pine Flatwoods,Tr Central Florida Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3454,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3455,East Gulf Coastal Plain Southern Loblolly Flatwoods,Tr East Gulf Coastal Plain Southern Loblolly Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3456,Northern Atlantic Coastal Plain Pitch Pine Lowland,Tr Northern Atlantic Coastal Plain Pitch Pine Lowland,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Tr South-Central Interior/Upper Coastal Plain Wet Flatwoods,Tree,Hardwood,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3458,West Gulf Coastal Plain Pine Flatwoods,Tr West Gulf Coastal Plain Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3459,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tr Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tree,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3460,Southern Coastal Plain Nonriverine Cypress Dome Woodland,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3461,Southern Coastal Plain Seepage Swamp and Baygall Woodland,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3462,West Gulf Coastal Plain Seepage Swamp and Baygall,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3463,Central Appalachian Dry Oak Forest,Tr Central Appalachian Dry Oak Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3464,Acadian Near-Boreal Spruce Barrens,Tr Acadian Near-Boreal Spruce Barrens,Tree,Conifer,Spruce Flats and Barrens,SAF 13: Black Spruce-Tamarack,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3466,Great Lakes Wooded Dune and Swale,Tr Great Lakes Wooded Dune and Swale,Tree,Riparian,Inland Marshes and Prairies,SAF 1: Jack Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3467,Tamaulipan Floodplain Forest,Tr Tamaulipan Floodplain Forest,Tree,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy
